Age  group,Job,Marital Status,Education level,Housing Loan,Personal Loan,Contact,Month,Duration(Sec),Average of Duration,Campaign,Outcome(Yes/No),Final Out come,prev campaign response,prsnt campaign response
Middle age,Technician,Married,Primary,1,0,cellular,jul,267,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,jul,403,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Primary,1,0,cellular,jul,129,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,0,1,cellular,jul,52,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,270,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,283,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,81,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,cellular,jul,849,258.2850101971448,1,yes,1,0,1
Middle age,Services,Divorced,Professional,1,0,telephone,jul,261,258.2850101971448,12,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,jul,614,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,114,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,0,cellular,jul,70,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,1833,258.2850101971448,2,yes,1,0,1
Young age,Technician,Single,Professional,1,0,cellular,jul,77,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Professional,1,1,cellular,jul,87,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,369,258.2850101971448,2,no,0,0,0
Young age,Admin.,Married,Professional,1,0,cellular,jul,62,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,86,258.2850101971448,1,no,0,0,0
Young age,Technician,Single,High School,0,0,cellular,jul,431,258.2850101971448,8,no,0,0,0
Middle age,Self-Employed,Married,Professional,0,1,cellular,jul,1220,258.2850101971448,12,no,0,0,0
Middle age,Entrepreneur,Divorced,Unknown,0,0,cellular,jul,67,258.2850101971448,9,no,0,0,0
Young age,Blue-Collar,Single,High School,1,0,cellular,jul,214,258.2850101971448,1,no,0,0,0
Middle age,Technician,Divorced,Professional,1,1,cellular,jul,639,258.2850101971448,3,no,0,0,0
Young age,Services,Divorced,Professional,1,0,cellular,jul,722,258.2850101971448,2,yes,1,0,1
Middle age,Admin.,Single,High School,1,0,cellular,jul,1281,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,246,258.2850101971448,3,no,0,0,0
Middle age,Entrepreneur,Single,Professional,1,0,cellular,jul,654,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,112,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,jul,204,258.2850101971448,2,no,0,0,0
Young age,Self-Employed,Single,High School,0,0,cellular,jul,364,258.2850101971448,2,no,0,0,0
Young age,Self-Employed,Single,High School,0,1,cellular,jul,85,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Divorced,Professional,1,0,cellular,jul,211,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Divorced,Unknown,1,0,cellular,jul,1029,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,jul,135,258.2850101971448,3,no,0,0,0
Young age,Technician,Single,Professional,0,0,cellular,jul,115,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,High School,0,0,cellular,jul,443,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,1,cellular,jul,153,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Unknown,0,0,cellular,jul,133,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,jul,578,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Unknown,0,0,cellular,jul,209,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,1,cellular,jul,24,258.2850101971448,12,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,1508,258.2850101971448,1,yes,1,0,1
Old age,Management,Married,Professional,0,0,cellular,jul,101,258.2850101971448,1,no,0,0,0
Old age,Management,Married,Professional,0,0,cellular,jul,632,258.2850101971448,1,no,0,0,0
Middle age,Unemployed,Married,Primary,1,1,cellular,jul,212,258.2850101971448,17,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,1,cellular,jul,140,258.2850101971448,2,no,0,0,0
Young age,Technician,Single,High School,1,0,cellular,jul,662,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,263,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,1,cellular,jul,97,258.2850101971448,3,no,0,0,0
Middle age,Retired,Divorced,Professional,0,0,cellular,jul,867,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Divorced,Professional,1,0,cellular,jul,50,258.2850101971448,2,no,0,0,0
Young age,Technician,Single,Professional,0,0,cellular,jul,96,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,124,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,jul,563,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,0,0,cellular,jul,385,258.2850101971448,3,no,0,0,0
Young age,Self-Employed,Single,High School,0,0,cellular,jul,196,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Single,High School,1,0,cellular,jul,966,258.2850101971448,2,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,264,258.2850101971448,1,no,0,0,0
Young age,Technician,Single,High School,1,0,cellular,jul,124,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,165,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,High School,0,0,cellular,jul,210,258.2850101971448,2,no,0,0,0
Middle age,Unemployed,Married,Primary,1,0,telephone,jul,275,258.2850101971448,4,no,0,0,0
Young age,Admin.,Married,High School,1,1,cellular,jul,502,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,High School,0,0,cellular,jul,405,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Professional,0,0,cellular,jul,289,258.2850101971448,1,no,0,0,0
Middle age,Unemployed,Married,Professional,0,0,cellular,jul,182,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,High School,1,0,telephone,jul,92,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,jul,128,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,160,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,jul,139,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Unknown,0,0,cellular,jul,183,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,181,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,0,0,cellular,jul,134,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,0,1,cellular,jul,487,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,82,258.2850101971448,3,no,0,0,0
Middle age,Housemaid,Married,Primary,1,0,cellular,jul,681,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,Primary,1,0,cellular,jul,283,258.2850101971448,6,no,0,0,0
Middle age,Technician,Single,Professional,1,0,cellular,jul,417,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,60,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,77,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,72,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,282,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,226,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,jul,137,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,261,258.2850101971448,1,no,0,0,0
Middle age,Student,Single,Unknown,1,0,cellular,jul,661,258.2850101971448,2,no,0,0,0
Young age,Technician,Single,High School,0,0,cellular,jul,206,258.2850101971448,2,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,jul,105,258.2850101971448,2,no,0,0,0
Young age,Technician,Single,High School,1,0,cellular,jul,445,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Professional,1,0,cellular,jul,90,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,jul,370,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Divorced,Unknown,1,0,cellular,jul,242,258.2850101971448,7,no,0,0,0
Young age,Technician,Single,Professional,0,1,cellular,jul,1408,258.2850101971448,2,no,0,0,0
Young age,Services,Married,High School,1,0,telephone,jul,514,258.2850101971448,11,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,126,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,High School,1,1,cellular,jul,176,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,Professional,0,1,cellular,jul,135,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,163,258.2850101971448,2,no,0,0,0
Middle age,Services,Divorced,Unknown,1,1,cellular,jul,483,258.2850101971448,7,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,608,258.2850101971448,3,no,0,0,0
Middle age,Services,Divorced,High School,1,0,cellular,jul,100,258.2850101971448,9,no,0,0,0
Middle age,Admin.,Married,Primary,1,1,cellular,jul,145,258.2850101971448,4,no,0,0,0
Middle age,Housemaid,Married,Primary,1,0,cellular,jul,160,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Divorced,Unknown,1,0,cellular,jul,160,258.2850101971448,6,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,jul,261,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,jul,307,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,236,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,403,258.2850101971448,7,no,0,0,0
Young age,Blue-Collar,Single,High School,0,1,cellular,jul,241,258.2850101971448,9,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,387,258.2850101971448,4,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,211,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Unknown,1,0,cellular,jul,598,258.2850101971448,5,yes,1,0,1
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,1206,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Single,High School,0,1,cellular,jul,248,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,139,258.2850101971448,2,no,0,0,0
Young age,Management,Married,Professional,1,0,cellular,jul,181,258.2850101971448,1,no,0,0,0
Middle age,Retired,Divorced,Primary,1,0,cellular,jul,237,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,jul,477,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,High School,1,0,cellular,jul,312,258.2850101971448,3,no,0,0,0
Middle age,Housemaid,Divorced,Primary,1,0,cellular,jul,727,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,1,0,telephone,jul,249,258.2850101971448,21,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,186,258.2850101971448,2,no,0,0,0
Young age,Technician,Married,Professional,1,0,cellular,jul,459,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Professional,0,0,cellular,jul,240,258.2850101971448,10,no,0,0,0
Middle age,Blue-Collar,Divorced,Professional,0,0,cellular,jul,107,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,0,1,telephone,jul,287,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,124,258.2850101971448,2,no,0,0,0
Old age,Housemaid,Married,Illiterate,1,0,cellular,jul,176,258.2850101971448,7,no,0,0,0
Young age,Technician,Single,Professional,0,0,cellular,jul,270,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Single,High School,1,0,cellular,jul,470,258.2850101971448,2,no,0,0,0
Middle age,Services,Divorced,Unknown,1,0,cellular,jul,139,258.2850101971448,3,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,560,258.2850101971448,2,yes,1,0,1
Middle age,Services,Single,High School,0,1,cellular,jul,96,258.2850101971448,2,no,0,0,0
Young age,Technician,Single,High School,0,0,cellular,jul,100,258.2850101971448,7,no,0,0,0
Middle age,Entrepreneur,Single,Professional,0,1,cellular,jul,137,258.2850101971448,2,no,0,0,0
Middle age,Self-Employed,Single,Unknown,1,1,cellular,jul,55,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,jul,1237,258.2850101971448,7,yes,1,0,1
Young age,Blue-Collar,Single,Unknown,1,1,cellular,jul,81,258.2850101971448,4,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,246,258.2850101971448,4,no,0,0,0
Young age,Blue-Collar,Married,Unknown,0,1,cellular,jul,44,258.2850101971448,13,no,0,0,0
Middle age,Blue-Collar,Divorced,Primary,1,0,cellular,jul,493,258.2850101971448,5,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,345,258.2850101971448,5,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,jul,216,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,High School,1,0,cellular,jul,187,258.2850101971448,4,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,580,258.2850101971448,3,no,0,0,0
Young age,Services,Single,High School,0,0,cellular,jul,191,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,184,258.2850101971448,4,no,0,0,0
Old age,Management,Married,Professional,0,0,cellular,jul,443,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Single,Unknown,1,0,cellular,jul,213,258.2850101971448,5,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,telephone,jul,400,258.2850101971448,8,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,1,cellular,jul,289,258.2850101971448,3,no,0,0,0
Middle age,Services,Single,Unknown,0,0,cellular,jul,717,258.2850101971448,13,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,156,258.2850101971448,3,no,0,0,0
Middle age,Entrepreneur,Single,Professional,0,0,cellular,jul,149,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,89,258.2850101971448,5,no,0,0,0
Young age,Self-Employed,Married,Professional,1,0,cellular,jul,503,258.2850101971448,7,no,0,0,0
Young age,Blue-Collar,Single,Unknown,0,0,cellular,jul,62,258.2850101971448,3,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,282,258.2850101971448,2,no,0,0,0
Young age,Services,Single,High School,0,0,telephone,jul,97,258.2850101971448,15,no,0,0,0
Young age,Blue-Collar,Single,Unknown,0,0,cellular,jul,39,258.2850101971448,17,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,102,258.2850101971448,5,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,jul,88,258.2850101971448,2,no,0,0,0
Middle age,Unknown,Married,Primary,0,0,cellular,jul,199,258.2850101971448,2,no,0,0,0
Middle age,Management,Divorced,Professional,1,0,cellular,jul,233,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,126,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,Primary,1,0,cellular,jul,44,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Single,Unknown,1,0,cellular,jul,78,258.2850101971448,10,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,1,cellular,jul,246,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,203,258.2850101971448,4,no,0,0,0
Middle age,Housemaid,Married,Primary,0,0,cellular,jul,209,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,112,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,728,258.2850101971448,8,no,0,0,0
Middle age,Services,Divorced,High School,1,0,cellular,jul,249,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,282,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,0,1,cellular,jul,210,258.2850101971448,5,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,1287,258.2850101971448,5,no,0,0,0
Young age,Services,Single,High School,0,0,cellular,jul,32,258.2850101971448,3,no,0,0,0
Middle age,Self-Employed,Divorced,Professional,1,0,cellular,jul,437,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,36,258.2850101971448,2,no,0,0,0
Young age,Services,Single,High School,1,1,telephone,jul,1148,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,864,258.2850101971448,4,yes,1,0,1
Middle age,Admin.,Married,Professional,1,0,cellular,jul,464,258.2850101971448,5,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,188,258.2850101971448,3,no,0,0,0
Young age,Management,Single,Professional,1,0,cellular,jul,314,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,High School,1,0,cellular,jul,1037,258.2850101971448,8,yes,1,0,1
Middle age,Blue-Collar,Divorced,Unknown,1,0,telephone,jul,351,258.2850101971448,11,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,279,258.2850101971448,3,no,0,0,0
Young age,Services,Divorced,Professional,1,0,telephone,jul,119,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,High School,1,0,cellular,jul,162,258.2850101971448,3,no,0,0,0
Young age,Services,Married,Primary,1,0,cellular,jul,209,258.2850101971448,2,no,0,0,0
Young age,Student,Single,High School,1,1,cellular,jul,136,258.2850101971448,4,no,0,0,0
Old age,Technician,Divorced,Professional,0,0,cellular,jul,624,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Professional,1,0,cellular,jul,167,258.2850101971448,3,no,0,0,0
Young age,Housemaid,Married,Primary,1,0,cellular,jul,38,258.2850101971448,1,no,0,0,0
Young age,Housemaid,Married,Primary,0,1,cellular,jul,203,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,High School,0,0,telephone,jul,802,258.2850101971448,11,yes,1,0,1
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,143,258.2850101971448,5,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,262,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,254,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Professional,0,0,cellular,jul,1226,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,Professional,0,0,cellular,jul,113,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,714,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,1,cellular,jul,282,258.2850101971448,6,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,534,258.2850101971448,1,no,0,0,0
Young age,Services,Married,Unknown,1,1,cellular,jul,174,258.2850101971448,9,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,1,cellular,jul,532,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Unknown,1,0,cellular,jul,319,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Unknown,0,0,cellular,jul,1608,258.2850101971448,13,yes,1,0,1
Young age,Admin.,Single,Professional,1,1,cellular,jul,61,258.2850101971448,2,no,0,0,0
Young age,Management,Married,Professional,0,0,cellular,jul,84,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,127,258.2850101971448,8,no,0,0,0
Old age,Technician,Divorced,Primary,1,0,cellular,jul,85,258.2850101971448,13,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,487,258.2850101971448,5,no,0,0,0
Young age,Management,Married,Professional,1,0,cellular,jul,217,258.2850101971448,2,no,0,0,0
Young age,Services,Single,Primary,0,0,cellular,jul,439,258.2850101971448,3,no,0,0,0
Young age,Admin.,Married,Unknown,1,0,cellular,jul,170,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,411,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,71,258.2850101971448,3,no,0,0,0
Young age,Services,Single,Primary,1,0,cellular,jul,285,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,442,258.2850101971448,2,no,0,0,0
